,Children,Age,Income,Gender,Churn,Outage_sec_perweek,Email,Contacts,Yearly_equip_failure,Techie,Contract,Port_modem,Tablet,InternetService,Phone,Multiple,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,PaymentMethod,Tenure,MonthlyCharge,Bandwidth_GB_Year,TimelyResponse,Fixes,Replacements,Reliability,Options,Respectfulness,Courteous,Listening
367,2,89,28219.28,Male,No,8.787582345,10,0,0,No,One year,No,No,None,Yes,No,No,No,Yes,No,No,Yes,Yes,Electronic Check,5.25445262,127.48872800000001,686.9354616,5,6,6,4,4,5,6,5
368,2,63,67319.27,Male,No,6.362190982,12,1,2,No,Two Year,Yes,Yes,Fiber Optic,Yes,No,No,No,Yes,Yes,Yes,No,Yes,Bank Transfer(automatic),13.59137366,162.471255,1460.513443,2,3,3,4,4,3,3,4
369,0,18,71348.1,Male,Yes,9.507249087,13,0,1,No,Month-to-month,Yes,No,DSL,No,No,Yes,Yes,No,Yes,Yes,No,No,Bank Transfer(automatic),12.349281900000001,154.96176599999998,1942.250203,5,5,5,4,2,6,5,4
370,4,82,39231.99,Male,No,12.06831191,10,0,1,No,Two Year,No,Yes,Fiber Optic,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,Mailed Check,18.37317391,194.976769,1923.549943,6,4,5,5,2,5,5,4
371,8,61,28129.21,Male,No,5.600227586,10,1,0,No,One year,Yes,No,Fiber Optic,Yes,Yes,No,Yes,Yes,Yes,No,No,No,Credit Card (automatic),8.498042024,192.48852,1239.802036,3,3,4,3,3,4,3,2
372,7,36,69104.9,Male,No,13.15969677,14,1,0,No,Two Year,No,No,Fiber Optic,Yes,No,Yes,Yes,No,No,Yes,No,Yes,Electronic Check,22.33583015,162.452604,2499.186161,2,3,4,4,3,3,4,3
373,1,87,31282.78,Female,No,6.18537496,18,1,0,No,Two Year,No,No,None,Yes,No,Yes,No,No,No,Yes,No,Yes,Electronic Check,1.5415454430000002,107.48056000000001,302.38482089999997,3,4,4,3,5,4,4,3
374,0,48,65229.24,Male,Yes,9.089998883,10,1,0,No,Month-to-month,No,No,DSL,Yes,No,Yes,No,Yes,No,No,Yes,Yes,Electronic Check,12.78453216,142.48269399999998,1865.48625,2,3,3,4,2,3,5,3
375,8,56,15110.46,Male,Yes,11.21142669,13,1,0,No,Two Year,No,Yes,None,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Electronic Check,2.527681829,165.018175,908.7910203,4,4,5,4,2,4,4,4
376,0,57,66922.3,Male,No,5.868957217,12,0,0,No,Month-to-month,No,Yes,None,Yes,Yes,No,No,Yes,No,No,No,Yes,Electronic Check,7.065506244,125.007314,790.9469892999999,3,4,3,2,4,2,5,5
377,3,89,1666.59,Male,Yes,2.6573110669999997,12,2,0,No,Month-to-month,No,Yes,DSL,Yes,Yes,Yes,No,No,Yes,No,No,Yes,Credit Card (automatic),4.258552081,139.987503,956.2636974999999,3,2,3,3,3,4,4,3
378,6,30,50258.38,Female,No,13.75498892,11,1,0,No,Month-to-month,Yes,No,Fiber Optic,Yes,No,No,No,No,No,No,No,No,Electronic Check,4.801969514,112.455141,639.3261342999999,2,2,2,3,4,3,3,2
379,4,54,54373.35,Female,Yes,11.07079287,13,1,0,No,Two Year,No,Yes,DSL,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Mailed Check,5.204853319,212.622804,1572.045646,2,2,3,2,3,4,3,3
380,5,55,33588.84,Female,No,10.74788638,9,0,1,Yes,Month-to-month,No,No,Fiber Optic,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Bank Transfer(automatic),32.07301330000001,182.460772,3099.9222440000003,3,3,4,4,2,5,5,5
381,1,46,23629.05,Female,Yes,15.68552752,10,1,2,Yes,One year,Yes,No,DSL,Yes,Yes,No,No,No,No,No,Yes,No,Credit Card (automatic),11.16847385,159.947583,1599.727567,3,3,4,4,3,2,3,5
382,0,18,91186.03,Female,No,10.08605721,13,0,0,No,Two Year,No,Yes,Fiber Optic,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Bank Transfer(automatic),16.800019600000002,245.145743,2188.672399,3,2,4,4,5,2,1,4
383,0,58,20204.74,Female,No,16.26782621,14,0,0,No,Month-to-month,Yes,No,Fiber Optic,Yes,No,Yes,Yes,No,Yes,No,No,No,Mailed Check,17.6210362,149.977753,1586.699491,3,3,2,5,4,3,5,3
384,1,60,37703.83,Male,Yes,4.946414498999999,12,1,0,No,Month-to-month,Yes,Yes,Fiber Optic,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,Credit Card (automatic),17.18829795,184.967019,1828.2790149999998,4,5,5,1,4,3,3,4
385,2,62,29117.32,Female,No,14.19610787,7,1,0,Yes,Month-to-month,No,No,DSL,Yes,No,No,No,No,No,No,No,Yes,Mailed Check,17.52138221,92.455141,1866.966586,3,3,2,3,4,3,3,4
386,4,30,52531.72,Female,No,15.83394061,14,1,0,No,Month-to-month,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Yes,No,Yes,Credit Card (automatic),10.4103675,149.944668,1718.5552030000001,5,4,3,3,4,4,4,3
387,4,75,25742.72,Male,Yes,7.663279641,16,0,0,No,Month-to-month,No,Yes,Fiber Optic,Yes,Yes,No,Yes,No,No,No,No,Yes,Mailed Check,3.310281145,167.45641899999998,556.2193844,2,4,3,2,6,3,2,3
388,7,23,21072.82,Female,Yes,7.43893815,17,3,1,No,Month-to-month,No,No,None,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Electronic Check,2.993625911,197.516854,1035.1830380000001,5,4,5,4,4,3,6,4
389,1,84,37774.81,Female,Yes,11.70582668,11,1,0,No,Month-to-month,No,No,None,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,Electronic Check,16.26037537,152.488401,1580.43019,5,5,5,4,4,4,4,2
390,3,61,20811.42,Male,Yes,13.60774223,6,2,1,No,Month-to-month,No,Yes,Fiber Optic,Yes,No,Yes,No,Yes,No,No,Yes,No,Mailed Check,3.0450647010000003,162.48269399999998,703.6927423,3,3,2,3,4,3,3,3
391,0,75,34474.39,Male,Yes,6.02604588,11,2,0,No,Month-to-month,No,No,Fiber Optic,Yes,Yes,No,Yes,No,No,Yes,Yes,No,Mailed Check,15.35762157,262.610632,1842.258692,1,2,2,3,4,2,2,2
392,3,72,81388.6,Male,Yes,8.273678516,7,0,0,No,Month-to-month,Yes,No,None,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,Bank Transfer(automatic),5.940902789,190.173699,1167.271182,3,3,4,4,1,4,4,3
393,0,66,78272.96,Male,Yes,9.424686492000001,10,0,0,No,Month-to-month,Yes,Yes,None,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Bank Transfer(automatic),5.9885052089999995,187.513939,1007.2897859999999,3,3,3,4,4,3,4,3
394,2,81,11655.88,Female,Yes,10.05990041,11,1,0,No,One year,No,No,DSL,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Electronic Check,7.138784756000001,212.64145499999998,1500.69101,3,3,3,3,5,3,4,3
395,4,34,37773.19,Male,No,12.69711858,12,1,1,No,Month-to-month,Yes,Yes,DSL,Yes,No,No,No,No,Yes,No,No,Yes,Electronic Check,8.951793882999999,104.964303,1404.7733970000002,4,5,4,4,3,4,5,3
396,1,82,40183.01,Male,Yes,10.385318199999999,9,1,0,No,Month-to-month,Yes,No,DSL,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Electronic Check,4.221959275,232.63780699999998,1342.310858,5,4,4,3,4,4,5,4
397,1,73,37149.4,Male,No,10.48123205,17,0,0,Yes,Two Year,No,No,None,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,Mailed Check,9.797427154,142.49926299999998,1250.94478,7,6,5,5,2,6,4,4
398,0,28,10331.57,Male,Yes,13.43076227,17,1,0,No,One year,No,Yes,Fiber Optic,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Electronic Check,10.90397471,277.63748,1710.958869,2,2,2,3,4,3,4,3
399,1,48,37096.85,Female,No,7.9515906439999995,5,0,0,No,Month-to-month,No,No,Fiber Optic,Yes,No,No,No,No,No,No,No,Yes,Mailed Check,1.6655917759999999,112.455141,169.39927980000002,4,4,4,6,1,5,5,6
400,2,53,26004.59,Male,Yes,9.100502767,13,0,0,No,One year,Yes,Yes,Fiber Optic,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Credit Card (automatic),8.611218573,220.11851600000003,1261.5545650000001,3,2,3,5,2,5,2,5
401,4,52,77291.95,Female,Yes,11.9086306,13,0,0,Yes,Two Year,Yes,No,DSL,Yes,No,No,No,No,Yes,No,Yes,No,Mailed Check,1.28507969,139.951231,794.9581116,2,4,3,4,3,5,3,3
402,3,20,24462.25,Female,No,5.304627269,13,1,1,No,Month-to-month,Yes,No,Fiber Optic,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,Credit Card (automatic),1.379696124,184.97845800000002,713.364269,3,3,5,3,6,2,4,3
403,0,19,75871.75,Male,Yes,12.07096717,11,2,0,No,Month-to-month,Yes,Yes,None,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Electronic Check,3.0843765910000003,210.138,952.5914921,3,2,3,3,4,3,4,4
404,0,70,28840.47,Nonbinary,No,7.336943024,14,0,0,Yes,Two Year,Yes,No,DSL,Yes,No,Yes,No,No,Yes,No,Yes,Yes,Electronic Check,2.43754565,142.468917,778.6094502999999,3,3,4,4,4,3,4,4
405,4,48,25299.48,Female,No,10.16142541,13,1,0,No,Two Year,No,No,Fiber Optic,Yes,Yes,Yes,No,Yes,No,No,No,Yes,Electronic Check,3.288124191,160.00128,627.0001275000001,4,3,4,3,3,4,3,2
406,2,28,37631.4,Male,No,9.632814548999999,13,3,0,No,Two Year,Yes,No,Fiber Optic,Yes,No,Yes,No,No,Yes,No,No,Yes,Electronic Check,32.30772134,127.48198899999998,2938.319116,3,2,3,4,4,3,4,3
407,2,52,23014.69,Male,No,6.346778536,8,0,1,No,Two Year,No,No,Fiber Optic,Yes,No,Yes,Yes,No,No,Yes,No,No,Mailed Check,13.46565415,162.452604,1566.001524,4,4,4,4,3,4,3,5
408,1,77,31300.68,Female,No,12.1986895,16,2,0,No,Month-to-month,No,Yes,Fiber Optic,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Bank Transfer(automatic),19.244457999999998,172.45785700000002,1889.642423,4,4,3,4,4,3,3,4
409,3,71,55840.35,Female,No,6.444558317,15,0,0,No,Two Year,No,Yes,Fiber Optic,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Bank Transfer(automatic),8.69085131,255.155493,1420.771651,5,4,5,4,4,4,4,4
410,4,22,9729.44,Female,Yes,11.7174619,16,1,0,No,Two Year,No,No,DSL,Yes,Yes,No,No,Yes,Yes,No,Yes,No,Bank Transfer(automatic),3.7785758819999997,184.97968400000002,1254.7256929999999,3,4,3,5,2,3,3,4
411,1,88,35891.67,Male,Yes,6.286550987999999,17,1,2,No,Month-to-month,No,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Credit Card (automatic),10.27819073,175.006206,1570.345219,4,3,4,5,2,3,2,4
412,0,25,20801.9,Male,No,9.886595026,13,0,0,Yes,One year,No,No,Fiber Optic,Yes,No,No,No,No,No,No,No,Yes,Bank Transfer(automatic),4.156887945,112.455141,500.4406927,6,6,4,2,4,5,5,3
413,2,21,112429.2,Male,No,7.972497589,6,0,0,Yes,Two Year,Yes,No,Fiber Optic,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Mailed Check,11.32083915,194.95811799999998,1563.848623,3,3,3,1,4,3,3,2
414,1,39,33217.64,Female,No,11.10996233,17,0,1,No,Two Year,No,No,Fiber Optic,Yes,No,No,Yes,No,Yes,Yes,No,No,Electronic Check,5.254442453,172.44408,787.0962355,3,3,4,2,4,2,1,3
415,1,29,45562.97,Male,No,9.301929385,13,2,0,No,Two Year,No,No,None,Yes,No,No,No,Yes,Yes,Yes,Yes,No,Credit Card (automatic),5.2551003,200.165175,1119.610001,5,4,3,4,3,4,5,4
416,1,22,15380.9,Female,No,8.535578792999999,12,1,2,No,Month-to-month,No,Yes,DSL,Yes,No,No,Yes,No,Yes,No,No,Yes,Mailed Check,6.4171326660000005,127.460067,1155.7824679999999,4,4,4,3,3,3,4,2
417,10,44,100232.53,Female,No,9.083448287000001,11,0,0,No,Two Year,Yes,No,Fiber Optic,Yes,Yes,Yes,No,No,No,No,No,Yes,Electronic Check,18.61278731,147.478341,1995.346628,5,4,5,3,3,3,4,4
418,4,74,57900.98,Male,No,9.581508542,12,2,0,No,One year,Yes,No,Fiber Optic,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,Electronic Check,4.924623699,207.49737,922.1362065999999,4,3,3,4,2,3,4,4
419,2,84,60476.86,Female,No,8.763218085,9,0,0,No,Two Year,Yes,No,Fiber Optic,Yes,No,No,Yes,No,No,No,Yes,Yes,Electronic Check,6.3259421620000005,169.937833,717.6823944,2,3,3,2,4,4,3,3
420,1,65,26875.13,Male,No,12.72077056,10,3,0,Yes,One year,No,No,DSL,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Electronic Check,17.22220989,152.45785700000002,2223.835601,4,3,3,5,2,5,3,5
421,2,29,24447.03,Female,No,5.3046355169999995,13,0,0,No,One year,Yes,No,DSL,Yes,No,No,Yes,Yes,No,No,Yes,No,Bank Transfer(automatic),3.238699239,162.460772,1143.685617,3,3,2,4,2,4,5,4
422,2,51,14817.22,Female,Yes,11.18732698,16,0,0,Yes,Month-to-month,No,No,DSL,Yes,No,No,No,Yes,No,Yes,Yes,Yes,Electronic Check,6.437878909,200.132293,1537.296207,4,5,5,3,4,4,4,2
423,0,40,6170.55,Female,Yes,11.6443975,13,0,1,No,Month-to-month,Yes,No,Fiber Optic,Yes,No,No,Yes,Yes,No,No,Yes,No,Bank Transfer(automatic),15.22323989,182.460772,1614.5443619999999,4,4,4,4,4,3,3,3
424,2,49,33620.38,Female,No,9.83612847,8,0,1,No,One year,Yes,No,Fiber Optic,Yes,No,No,No,Yes,No,No,No,Yes,Credit Card (automatic),7.484425045,124.97808,758.8338668,5,5,5,5,2,6,5,3
425,7,61,86453.08,Female,Yes,9.202197695,20,1,0,No,Month-to-month,Yes,No,Fiber Optic,No,No,No,Yes,No,No,Yes,Yes,No,Bank Transfer(automatic),7.218752772,230.105118,1317.766231,3,2,4,5,2,3,3,4
426,3,61,31466.9,Female,No,6.187489206,7,6,0,No,Month-to-month,Yes,No,Fiber Optic,Yes,No,No,Yes,Yes,No,No,No,No,Mailed Check,11.69875604,147.47384399999999,1189.578203,3,3,4,3,4,3,4,3
427,1,85,76984.15,Female,No,9.320914781,12,1,0,No,Month-to-month,Yes,No,DSL,Yes,No,Yes,No,Yes,No,No,Yes,No,Bank Transfer(automatic),10.03363969,142.48269399999998,1467.273158,5,4,3,3,4,3,3,3
428,8,25,43586.8,Female,No,6.697226378,16,1,0,No,Two Year,Yes,No,Fiber Optic,Yes,No,Yes,No,Yes,No,Yes,No,Yes,Electronic Check,18.46162568,152.479779,2192.693797,3,3,3,4,4,6,4,3
429,4,48,13148.09,Female,No,16.41445271,13,1,0,No,Month-to-month,Yes,No,None,Yes,No,No,No,Yes,Yes,No,No,Yes,Credit Card (automatic),16.52138638,105.010962,1568.47416,4,4,4,5,2,4,4,4
430,4,86,11612.88,Male,No,4.964218638999999,11,2,1,No,Month-to-month,No,No,None,Yes,No,No,No,No,No,No,Yes,Yes,Credit Card (automatic),13.83290937,114.96578899999999,1376.095043,1,1,2,4,3,1,4,3
431,0,53,71215.87,Female,Yes,6.702458265,13,0,1,No,Month-to-month,No,Yes,Fiber Optic,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,Mailed Check,5.02568958,184.97845800000002,811.5600648,3,4,5,3,3,3,4,3
432,2,88,18113.33,Female,No,8.623296005,18,0,0,No,Month-to-month,Yes,No,Fiber Optic,Yes,No,No,Yes,No,No,No,No,No,Mailed Check,2.644787483,134.950905,243.2617759,4,4,3,4,5,3,3,3
433,1,40,18895.18,Female,Yes,4.874661522,17,0,0,No,Month-to-month,No,Yes,None,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Electronic Check,2.522962069,182.490006,676.6465413999999,3,3,4,3,3,3,3,5
434,1,23,48852.54,Male,Yes,4.924368526,11,1,0,No,Month-to-month,Yes,No,Fiber Optic,No,Yes,No,No,Yes,No,No,Yes,Yes,Credit Card (automatic),3.508974199,192.470522,801.4709594999999,4,4,4,3,3,5,4,4
435,3,63,6574.36,Male,Yes,9.173811061,11,1,0,Yes,Month-to-month,No,No,Fiber Optic,Yes,No,No,No,Yes,No,Yes,No,No,Electronic Check,11.50651216,149.96209299999998,1316.145864,3,3,4,5,4,3,4,4
436,2,28,10342.14,Male,No,9.553427818,8,1,1,No,One year,Yes,Yes,None,Yes,No,Yes,No,Yes,No,No,No,Yes,Mailed Check,10.96319721,95.019486,1270.217581,5,4,3,3,5,4,2,3
437,1,26,23028.48,Female,Yes,6.007630739,16,0,1,No,Two Year,Yes,No,None,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Credit Card (automatic),5.505247606,245.174977,1339.709597,3,3,4,4,5,3,3,5
438,2,22,31843.16,Male,No,18.39537758,11,2,0,No,Two Year,No,No,Fiber Optic,Yes,Yes,No,No,No,No,Yes,No,No,Bank Transfer(automatic),14.16961729,169.944668,1624.7993490000001,2,3,2,4,3,3,2,4
439,2,43,31920.88,Male,No,14.02031408,10,2,1,No,Two Year,Yes,Yes,Fiber Optic,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Electronic Check,10.27782059,207.49737,1400.834009,5,6,5,4,4,6,6,4
440,6,70,54961.9,Male,Yes,12.07594948,19,0,0,No,Month-to-month,No,Yes,Fiber Optic,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Electronic Check,3.364993591,245.145743,1149.1081550000001,3,4,5,5,2,5,4,5
441,2,48,119964.79,Female,No,13.40034021,16,0,2,No,Month-to-month,No,No,DSL,Yes,Yes,Yes,No,No,No,No,No,Yes,Electronic Check,9.307770559,127.47834099999999,1387.0160039999998,3,4,5,2,4,3,3,3
442,1,29,21897.41,Female,Yes,13.121526699999999,10,0,0,Yes,Month-to-month,No,Yes,Fiber Optic,No,Yes,No,No,Yes,No,Yes,No,Yes,Bank Transfer(automatic),1.171557288,182.46760700000002,544.12326,2,3,4,5,2,5,5,3
443,4,61,72129.01,Female,Yes,10.4523599,15,1,2,No,Month-to-month,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Credit Card (automatic),7.262579715,267.642733,1803.9175710000002,4,4,4,4,3,3,4,5
444,1,73,16368.02,Female,No,10.07963518,14,0,0,No,Month-to-month,No,Yes,None,Yes,No,Yes,Yes,No,No,No,No,No,Bank Transfer(automatic),17.06899012,104.99231100000002,1518.7479449999998,5,5,5,4,2,5,5,5
445,2,27,59147.78,Male,Yes,5.763454352999999,11,0,0,No,Month-to-month,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Electronic Check,10.8600084,164.97845800000002,1932.20577,2,1,2,3,4,3,3,3
446,1,56,65900.37,Female,Yes,9.086330232,8,1,2,No,One year,No,No,Fiber Optic,No,Yes,No,No,No,No,Yes,Yes,No,Electronic Check,16.48065356,240.11486800000003,1886.3122859999999,4,4,4,5,5,5,5,4
447,6,19,69369.36,Male,No,10.04912841,12,3,0,No,Two Year,No,No,DSL,Yes,Yes,No,No,No,No,No,No,Yes,Mailed Check,10.85041661,124.960655,1738.7190100000003,3,4,2,2,4,3,4,3
448,1,56,23382.74,Male,Yes,8.431329813,12,2,0,No,Month-to-month,No,No,DSL,Yes,No,No,No,No,No,No,Yes,Yes,Bank Transfer(automatic),4.85576672,127.44206899999999,1060.026737,3,3,3,4,4,4,5,4
449,2,83,25886.2,Female,No,8.961461799,15,1,0,No,Month-to-month,No,Yes,Fiber Optic,No,Yes,No,No,Yes,Yes,No,No,Yes,Electronic Check,1.715329149,169.992756,250.92700469999997,3,3,2,4,3,3,1,3
450,3,84,99519.26,Female,No,12.87091514,15,1,0,No,One year,Yes,No,Fiber Optic,No,Yes,No,No,Yes,Yes,No,No,Yes,Electronic Check,21.71097206,169.992756,1916.832871,2,2,2,4,4,4,4,3
451,0,62,93039.69,Male,No,7.236546463,16,0,0,No,Month-to-month,Yes,No,Fiber Optic,Yes,Yes,No,Yes,Yes,No,No,No,Yes,Credit Card (automatic),3.470685398,179.97935800000002,573.9920618,1,2,2,5,2,4,3,2
452,0,67,37852.37,Male,No,7.048563699,14,2,0,No,One year,No,No,Fiber Optic,Yes,No,No,Yes,No,No,No,No,No,Electronic Check,1.914386255,134.950905,272.98230950000004,4,3,3,3,4,3,3,3
453,1,21,54727.46,Female,No,13.17156155,12,1,1,No,Two Year,Yes,Yes,Fiber Optic,Yes,Yes,No,Yes,No,No,Yes,No,Yes,Bank Transfer(automatic),9.16272705,192.44043200000002,1233.9757710000001,5,4,3,2,4,3,3,3
454,2,31,47944.46,Male,No,11.11418795,10,0,0,No,Two Year,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Yes,No,Yes,Credit Card (automatic),7.457173484,172.44043200000002,1552.772876,4,4,5,5,3,4,3,4
455,2,25,18402.27,Female,Yes,5.236234219,12,1,0,No,Month-to-month,Yes,No,None,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Bank Transfer(automatic),4.991605214,212.66946299999998,1259.7352939999998,4,3,2,4,3,3,2,2
456,0,60,43631.75,Female,Yes,10.08565191,12,0,0,No,Month-to-month,Yes,No,None,Yes,No,No,No,No,No,Yes,Yes,Yes,Electronic Check,10.5903229,175.133074,1287.821218,4,4,4,4,5,3,5,4
457,6,84,31392.97,Female,No,4.843029288,13,0,0,No,Month-to-month,Yes,Yes,Fiber Optic,Yes,No,No,No,Yes,No,No,Yes,No,Electronic Check,14.68216127,159.965008,1516.6674380000002,4,4,5,3,3,3,5,4
458,1,36,10466.23,Female,No,7.565105657999999,10,0,0,No,Month-to-month,No,No,None,Yes,Yes,No,No,No,No,No,No,Yes,Electronic Check,5.440398012,112.484375,589.9932647,3,4,3,4,4,3,4,4
459,0,87,20197.89,Female,No,7.940679007000001,14,1,1,No,Month-to-month,Yes,Yes,Fiber Optic,Yes,Yes,No,Yes,No,Yes,No,No,Yes,Bank Transfer(automatic),11.92300936,179.96558100000001,1021.482609,4,4,5,4,3,5,4,5
460,2,80,99482.26,Female,Yes,12.94031641,12,2,0,No,Month-to-month,Yes,No,Fiber Optic,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Bank Transfer(automatic),9.461939857,252.62402999999998,1267.634616,4,4,3,4,5,3,3,2
461,0,34,48005.75,Female,No,7.794425904,9,2,0,No,Two Year,No,No,None,Yes,No,Yes,No,No,Yes,No,No,No,Bank Transfer(automatic),13.90000955,95.005709,1266.503765,2,3,2,3,3,4,1,4
462,4,39,50666.54,Male,Yes,4.88644359,6,0,2,Yes,One year,Yes,No,Fiber Optic,Yes,Yes,No,No,No,No,Yes,Yes,No,Credit Card (automatic),13.99579075,240.11486800000003,1877.8527170000002,3,4,3,4,4,4,4,4
463,8,42,6117.38,Male,No,10.84392109,17,1,0,No,Month-to-month,No,No,None,Yes,No,No,No,Yes,Yes,No,No,No,Credit Card (automatic),13.44056701,105.010962,1541.134986,3,4,2,4,3,3,5,4
464,4,36,7953.27,Male,No,9.879617841,10,2,1,Yes,Two Year,Yes,Yes,Fiber Optic,Yes,Yes,No,No,No,Yes,Yes,No,Yes,Credit Card (automatic),3.179043613,182.45383,744.2470872,3,4,2,4,2,3,3,2
465,0,18,101000.3,Male,Yes,11.26553266,10,0,1,No,Month-to-month,No,No,DSL,Yes,Yes,No,No,No,No,Yes,No,No,Electronic Check,14.58066686,149.944668,2023.519366,5,5,4,2,5,4,3,3
466,0,66,10882.02,Female,No,13.28523257,9,3,0,No,Month-to-month,Yes,No,Fiber Optic,No,Yes,No,No,No,No,No,No,Yes,Mailed Check,17.24908083,144.960655,1428.427469,5,5,5,3,3,4,5,5
467,3,20,69156.25,Female,Yes,15.62909771,15,0,0,No,Two Year,No,No,DSL,Yes,No,No,No,No,No,Yes,Yes,Yes,Electronic Check,2.760467902,187.609354,1283.253595,4,4,4,4,4,4,4,4
468,0,73,19563.77,Female,No,11.31172944,16,0,1,No,One year,No,Yes,DSL,Yes,No,No,No,Yes,No,Yes,No,Yes,Electronic Check,20.04140358,129.96209299999998,2256.776479,4,4,4,3,4,3,3,3
469,0,83,27113.0,Male,No,11.06959212,11,0,0,No,One year,No,Yes,None,Yes,No,Yes,Yes,No,No,Yes,No,No,Credit Card (automatic),8.001673351,129.976324,955.0876357000001,3,3,4,3,4,4,3,3
470,2,67,156740.67,Male,Yes,13.45818264,13,1,0,No,Month-to-month,Yes,Yes,Fiber Optic,Yes,Yes,No,Yes,No,No,Yes,No,No,Bank Transfer(automatic),1.092219692,192.44043200000002,499.71706550000005,3,4,4,3,4,3,2,3
471,2,62,23165.82,Male,Yes,11.06361355,10,2,0,No,Month-to-month,No,Yes,Fiber Optic,Yes,No,No,Yes,No,Yes,Yes,No,Yes,Electronic Check,14.68600159,172.44408,1562.32774,2,3,4,3,3,2,3,2
472,2,34,13378.22,Male,No,11.56147327,15,3,0,No,Two Year,No,Yes,None,Yes,No,No,No,Yes,No,Yes,No,Yes,Mailed Check,4.135515169,117.485813,776.4780764999999,1,1,2,3,4,3,2,3
473,2,28,5337.97,Female,No,13.49663107,10,3,0,No,One year,Yes,No,Fiber Optic,Yes,No,No,No,Yes,No,No,Yes,No,Mailed Check,9.086633107,159.965008,1118.646915,2,3,4,3,4,4,4,2
474,2,26,72490.86,Female,Yes,7.581534682999999,15,0,0,No,Month-to-month,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Yes,No,No,Electronic Check,9.493585402999999,167.484705,1781.692875,3,3,2,2,4,4,3,3
475,2,82,12476.24,Female,Yes,10.67669456,13,2,0,No,Month-to-month,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Yes,No,No,Bank Transfer(automatic),5.372758028,129.96209299999998,1086.92093,2,2,3,5,3,3,4,3
476,1,59,64584.13,Male,No,11.74759925,13,0,0,No,One year,No,No,None,Yes,No,No,Yes,Yes,No,Yes,No,No,Mailed Check,13.82188875,139.98157700000002,1551.398147,3,2,4,3,6,2,4,3
477,6,46,32885.95,Male,No,9.044025423999999,12,0,0,No,Month-to-month,Yes,Yes,Fiber Optic,Yes,No,No,No,Yes,No,No,No,Yes,Bank Transfer(automatic),2.598489694,124.97808,573.751474,3,4,3,4,4,3,5,4
478,1,44,80862.03,Male,Yes,7.949846907,16,2,2,No,Month-to-month,Yes,Yes,Fiber Optic,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Mailed Check,12.9401487,255.137219,1794.1168480000001,2,3,3,3,2,3,3,3
479,4,56,49800.1,Male,No,11.35513416,11,3,1,No,Two Year,Yes,No,Fiber Optic,No,No,No,Yes,No,No,Yes,Yes,No,Electronic Check,4.957713222,230.105118,1103.594576,5,4,4,5,4,3,4,4
480,10,32,6958.83,Male,No,7.524691972,11,0,0,Yes,Two Year,No,No,Fiber Optic,Yes,No,No,Yes,Yes,No,No,Yes,No,Credit Card (automatic),28.79864005,182.460772,3143.245184,1,2,2,3,2,2,4,3
481,2,50,19133.76,Male,Yes,9.993073346000001,11,3,1,No,One year,Yes,No,Fiber Optic,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Credit Card (automatic),7.176411327,255.155493,1381.802291,6,5,5,3,3,4,3,4
